arm,arm_label,function,category,verified,confidence,fidelity,iterations,verdict,hallucination_free,completeness_pct,bleu1,bleu2,rouge1,rouge2,rougeL
zero_shot,"Zero-Shot (no context, no verification)",OwnerController.initCreationForm,Simple View,False,0,,1,ZERO_SHOT,,,0.1388888888888889,0.04895104895104895,0.22988505747126434,0.08139534883720931,0.14942528735632182
zero_shot,"Zero-Shot (no context, no verification)",OwnerController.processCreationForm,Data Entry,False,0,,1,ZERO_SHOT,,,0.19718309859154928,0.06382978723404255,0.3128491620111732,0.10169491525423728,0.18994413407821228
zero_shot,"Zero-Shot (no context, no verification)",OwnerController.processFindForm,Complex Data Flow,False,0,,1,ZERO_SHOT,,,0.21621621621621623,0.034013605442176874,0.31067961165048547,0.049019607843137254,0.1941747572815534
zero_shot,"Zero-Shot (no context, no verification)",OwnerController.processUpdateOwnerForm,Update — ID Validation,False,0,,1,ZERO_SHOT,,,0.1619047619047619,0.08133971291866028,0.2709163346613546,0.1365461847389558,0.22310756972111556
zero_shot,"Zero-Shot (no context, no verification)",OwnerController.showOwner,Detail View,False,0,,1,ZERO_SHOT,,,0.13286713286713286,0.035211267605633804,0.2209302325581395,0.058823529411764705,0.1744186046511628
zero_shot,"Zero-Shot (no context, no verification)",PetController.processCreationForm,Data Entry — Duplicate Check,False,0,,1,ZERO_SHOT,,,0.14285714285714285,0.06481481481481481,0.24409448818897636,0.1111111111111111,0.1732283464566929
zero_shot,"Zero-Shot (no context, no verification)",PetController.processUpdateForm,Update — Name/Date Validation,False,0,,1,ZERO_SHOT,,,0.16184971098265896,0.046511627906976744,0.2679425837320574,0.07729468599033816,0.21052631578947367
zero_shot,"Zero-Shot (no context, no verification)",VetController.showVetList,Paginated View,False,0,,1,ZERO_SHOT,,,0.21739130434782608,0.06569343065693431,0.335195530726257,0.1016949152542373,0.2681564245810056
zero_shot,"Zero-Shot (no context, no verification)",VetController.showResourcesVetList,REST Endpoint,False,0,,1,ZERO_SHOT,,,0.1836734693877551,0.041237113402061855,0.2903225806451613,0.06557377049180328,0.2258064516129032
zero_shot,"Zero-Shot (no context, no verification)",Owner.addVisit,Domain Logic,False,0,,1,ZERO_SHOT,,,0.16312056737588654,0.08571428571428572,0.2569832402234637,0.13559322033898305,0.2122905027932961
zero_shot,"Zero-Shot (no context, no verification)",AntTask.execute,Legacy — Build Task,False,0,,1,ZERO_SHOT,,,0.21710526315789475,0.09271523178807947,0.3384615384615385,0.1450777202072539,0.17435897435897435
zero_shot,"Zero-Shot (no context, no verification)",AntTask.compileFile,Legacy — File Processing,False,0,,1,ZERO_SHOT,,,0.1717171717171717,0.06091370558375635,0.27309236947791166,0.097165991902834,0.1927710843373494
zero_shot,"Zero-Shot (no context, no verification)",AntTask.log,Legacy — Logging,False,0,,1,ZERO_SHOT,,,0.15873015873015872,0.032,0.24844720496894407,0.050314465408805034,0.14906832298136644
rag_only,"RAG-Only (semantic context, no verification)",OwnerController.initCreationForm,Simple View,False,0,,1,RAG_ONLY,,,0.08764940239043825,0.024,0.15658362989323846,0.043010752688172046,0.1209964412811388
rag_only,"RAG-Only (semantic context, no verification)",OwnerController.processCreationForm,Data Entry,False,0,,1,RAG_ONLY,,,0.09696969696969697,0.0364741641337386,0.17438692098092642,0.06575342465753424,0.1307901907356948
rag_only,"RAG-Only (semantic context, no verification)",OwnerController.processFindForm,Complex Data Flow,False,0,,1,RAG_ONLY,,,0.15915915915915915,0.06927710843373494,0.2710997442455243,0.11825192802056554,0.18925831202046034
rag_only,"RAG-Only (semantic context, no verification)",OwnerController.processUpdateOwnerForm,Update — ID Validation,False,0,,1,RAG_ONLY,,,0.09217877094972067,0.04201680672268908,0.16541353383458646,0.07556675062972291,0.12531328320802004
rag_only,"RAG-Only (semantic context, no verification)",OwnerController.showOwner,Detail View,False,0,,1,RAG_ONLY,,,0.1256544502617801,0.04736842105263158,0.21818181818181817,0.08256880733944955,0.14545454545454548
rag_only,"RAG-Only (semantic context, no verification)",PetController.processCreationForm,Data Entry — Duplicate Check,False,0,,1,RAG_ONLY,,,0.10588235294117647,0.051181102362204724,0.18493150684931506,0.0896551724137931,0.136986301369863
rag_only,"RAG-Only (semantic context, no verification)",PetController.processUpdateForm,Update — Name/Date Validation,False,0,,1,RAG_ONLY,,,0.07207207207207207,0.033860045146726865,0.13333333333333333,0.06276150627615064,0.1
rag_only,"RAG-Only (semantic context, no verification)",VetController.showVetList,Paginated View,False,0,,1,RAG_ONLY,,,0.11827956989247312,0.046762589928057555,0.20625000000000002,0.08176100628930819,0.15625
rag_only,"RAG-Only (semantic context, no verification)",VetController.showResourcesVetList,REST Endpoint,False,0,,1,RAG_ONLY,,,0.05945945945945946,0.005420054200542005,0.11111111111111112,0.01015228426395939,0.08080808080808081
rag_only,"RAG-Only (semantic context, no verification)",Owner.addVisit,Domain Logic,False,0,,1,RAG_ONLY,,,0.07713498622589532,0.03038674033149171,0.1396508728179551,0.05513784461152882,0.09975062344139651
rag_only,"RAG-Only (semantic context, no verification)",AntTask.execute,Legacy — Build Task,False,0,,1,RAG_ONLY,,,0.08149779735682819,0.02869757174392936,0.14889336016096577,0.05252525252525253,0.09657947686116701
rag_only,"RAG-Only (semantic context, no verification)",AntTask.compileFile,Legacy — File Processing,False,0,,1,RAG_ONLY,,,0.08,0.029535864978902954,0.14448669201520914,0.05343511450381681,0.09125475285171103
rag_only,"RAG-Only (semantic context, no verification)",AntTask.log,Legacy — Logging,False,0,,1,RAG_ONLY,,,0.10256410256410256,0.034334763948497854,0.17843866171003717,0.05992509363295881,0.0966542750929368
baseline,"LegacyLens (Full Pipeline, no repetition)",OwnerController.initCreationForm,Simple View,True,95,1.0,1,PASS,True,60.0,0.10256410256410256,0.015463917525773196,0.17777777777777778,0.026905829596412557,0.14222222222222222
baseline,"LegacyLens (Full Pipeline, no repetition)",OwnerController.processCreationForm,Data Entry,True,100,0.0,1,PASS,True,100.0,0.11524163568773234,0.04477611940298507,0.2026143790849673,0.07894736842105263,0.11764705882352941
baseline,"LegacyLens (Full Pipeline, no repetition)",OwnerController.processFindForm,Complex Data Flow,True,95,0.116,1,PASS,False,100.0,0.2193877551020408,0.08205128205128205,0.33858267716535434,0.126984126984127,0.1732283464566929
baseline,"LegacyLens (Full Pipeline, no repetition)",OwnerController.processUpdateOwnerForm,Update — ID Validation,True,85,0.073,1,PASS,True,100.0,0.0932475884244373,0.035483870967741936,0.16477272727272727,0.06285714285714286,0.11363636363636362
baseline,"LegacyLens (Full Pipeline, no repetition)",OwnerController.showOwner,Detail View,True,95,0.428,1,PASS,False,100.0,0.11904761904761904,0.06698564593301436,0.20920502092050208,0.11814345991561181,0.14225941422594143
baseline,"LegacyLens (Full Pipeline, no repetition)",PetController.processCreationForm,Data Entry — Duplicate Check,True,85,0.427,1,PASS,True,100.0,0.09422492401215805,0.036585365853658534,0.16939890710382513,0.06593406593406594,0.10382513661202185
baseline,"LegacyLens (Full Pipeline, no repetition)",PetController.processUpdateForm,Update — Name/Date Validation,True,85,0.409,1,PASS,True,100.0,0.11297071129707113,0.046218487394957986,0.19636363636363635,0.08058608058608059,0.10909090909090909
baseline,"LegacyLens (Full Pipeline, no repetition)",VetController.showVetList,Paginated View,True,100,0.036,1,PASS,True,100.0,0.14646464646464646,0.04060913705583756,0.24267782426778242,0.06751054852320675,0.13389121338912136
baseline,"LegacyLens (Full Pipeline, no repetition)",VetController.showResourcesVetList,REST Endpoint,True,100,0.918,1,PASS,True,100.0,0.0967741935483871,0.032388663967611336,0.17518248175182483,0.0588235294117647,0.11678832116788322
baseline,"LegacyLens (Full Pipeline, no repetition)",Owner.addVisit,Domain Logic,True,95,0.943,1,PASS,False,100.0,0.1638418079096045,0.07954545454545454,0.2697674418604651,0.13145539906103287,0.17674418604651163
baseline,"LegacyLens (Full Pipeline, no repetition)",AntTask.execute,Legacy — Build Task,True,95,0.883,1,PASS,False,100.0,0.14761904761904762,0.07177033492822966,0.2450592885375494,0.11952191235059761,0.1264822134387352
baseline,"LegacyLens (Full Pipeline, no repetition)",AntTask.compileFile,Legacy — File Processing,True,95,0.52,1,PASS,False,100.0,0.11020408163265306,0.03278688524590164,0.18243243243243246,0.05442176870748299,0.12162162162162163
baseline,"LegacyLens (Full Pipeline, no repetition)",AntTask.log,Legacy — Logging,True,100,0.748,1,PASS,False,100.0,0.1388888888888889,0.027972027972027972,0.223463687150838,0.04519774011299435,0.1340782122905028
repetition_simple,LegacyLens + Repetition (Simple),OwnerController.initCreationForm,Simple View,True,100,0.021,1,PASS,False,100.0,0.08444444444444445,0.017857142857142856,0.14901960784313728,0.0316205533596838,0.11764705882352941
repetition_simple,LegacyLens + Repetition (Simple),OwnerController.processCreationForm,Data Entry,True,95,0.026,1,PASS,True,100.0,0.11188811188811189,0.042105263157894736,0.19814241486068113,0.07476635514018691,0.13622291021671826
repetition_simple,LegacyLens + Repetition (Simple),OwnerController.processFindForm,Complex Data Flow,True,90,0.158,1,PASS,True,100.0,0.1902439024390244,0.058823529411764705,0.2965779467680609,0.09195402298850575,0.1596958174904943
repetition_simple,LegacyLens + Repetition (Simple),OwnerController.processUpdateOwnerForm,Update — ID Validation,True,80,0.74,1,PASS,True,100.0,0.10869565217391304,0.05454545454545454,0.1892744479495268,0.09523809523809523,0.13249211356466878
repetition_simple,LegacyLens + Repetition (Simple),OwnerController.showOwner,Detail View,True,95,0.821,1,PASS,True,100.0,0.11827956989247312,0.03783783783783784,0.20465116279069767,0.06572769953051644,0.12093023255813953
repetition_simple,LegacyLens + Repetition (Simple),PetController.processCreationForm,Data Entry — Duplicate Check,True,95,0.685,1,PASS,True,100.0,0.11023622047244094,0.039525691699604744,0.19243986254295534,0.06920415224913495,0.11683848797250859
repetition_simple,LegacyLens + Repetition (Simple),PetController.processUpdateForm,Update — Name/Date Validation,True,95,0.336,1,PASS,True,100.0,0.11688311688311688,0.05217391304347826,0.20224719101123595,0.09056603773584905,0.1273408239700375
repetition_simple,LegacyLens + Repetition (Simple),VetController.showVetList,Paginated View,True,95,0.025,2,PASS,False,80.0,0.10638297872340426,0.03558718861209965,0.18575851393188852,0.06230529595015577,0.12383900928792571
repetition_simple,LegacyLens + Repetition (Simple),VetController.showResourcesVetList,REST Endpoint,True,95,0.912,1,PASS,True,80.0,0.10679611650485436,0.03902439024390244,0.18965517241379312,0.06956521739130435,0.15517241379310348
